movieid,title,year,lenght,genres,rate,poster,plot
tt2294677,In a World... ,2013,,Comedy,,,
tt2194499,About Time ,2013,,Drama|Fantasy|Romance,,,
tt1494772,Justice League: Crisis on Two Earths ,2010,,Action|Animation|Sci-Fi,,,
tt1853739,You're Next ,2011,,Horror|Thriller,,,
tt2546038,Maria Bamford: The Special Special Special! ,2012,,Comedy,,,
tt2167202,Getaway ,2013,,Action|Crime,,,
tt0211653,Mystery of the Third Planet, The ,Tayna tretey planety ,,Adventure|Animation|Sci-Fi,,,
tt0093820,Rage of Honor ,1987,,Action|Crime,,,
tt1454468,Gravity ,2013,,Action|Sci-Fi|IMAX,,,
tt1486834,What If ,2013,,Comedy|Drama|Romance,,,
tt2245195,History of Future Folk, The ,2012,,Adventure|Comedy|Musical|Sci-Fi,,,
tt1392214,Prisoners ,2013,,Drama|Mystery|Thriller,,,
tt1985019,Austenland ,2013,,Comedy|Romance,,,
tt2226417,Insidious: Chapter 2 ,2013,,Horror|Thriller,,,
tt1979320,Rush ,2013,,Action|Drama,,,
tt2404311,Family, The ,2013,,Action|Comedy|Crime,,,
tt2370248,Short Term 12 ,2013,,Drama,,,
tt0097081,Collision Course ,1989,,Action|Comedy|Thriller,,,
tt1758795,To Do List, The ,2013,,Comedy,,,
tt1844203,Inescapable ,2012,,Action|Drama|War,,,
tt1821549,Nebraska ,2013,,Adventure|Drama,,,
tt2390361,Enough Said ,2013,,Comedy|Drama|Romance,,,
tt2229499,Don Jon ,2013,,Comedy|Drama|Romance,,,
tt2027140,Mood Indigo ,L'écume des jours ,,Drama|Fantasy,,,
tt0432232,Century of the Self, The ,2002,,Documentary,,,
tt2332579,Crystal Fairy & the Magical Cactus and 2012 ,2013,,Adventure|Comedy,,,
tt2274570,Bad Milo ,Bad Milo! ,,Comedy|Horror,,,
tt2364841,Runner Runner ,2013,,Crime|Drama|Thriller,,,
tt2278871,Blue Is the Warmest Color ,La vie d'Adèle ,,Drama|Romance,,,
tt1985966,Cloudy with a Chance of Meatballs 2 ,2013,,Animation|Children|Comedy|Fantasy,,,
tt1535109,Captain Phillips ,2013,,Adventure|Drama|Thriller|IMAX,,,
tt0166960,All Dogs Christmas Carol, An ,1998,,Animation|Children|Comedy|Musical,,,
tt2002718,Machete Kills ,Machete 2 ,,Action|Crime|Thriller,,,
tt1450321,Filth ,2013,,Comedy|Crime|Drama,,,
tt1211956,Escape Plan ,2013,,Action|Mystery|Thriller,,,
tt0062457,Thief of Paris, The ,Le voleur ,,Comedy|Crime|Drama,,,
tt1939659,Carrie ,2013,,Drama|Horror,,,
tt2708946,UnHung Hero ,2013,,Documentary,,,
tt2193215,Counselor, The ,2013,,Crime|Drama|Thriller,,,
tt2187884,Escape From Tomorrow ,2013,,Drama|Fantasy|Horror,,,
tt1825157,Double, The ,2013,,Comedy|Drama|Thriller,,,
tt2024544,12 Years a Slave ,2013,,Drama,,,
tt2017038,All Is Lost ,2013,,Action|Adventure|Drama,,,
tt1731141,Ender's Game ,2013,,Action|Adventure|Sci-Fi|IMAX,,,
tt3063516,Jackass Presents: Bad Grandpa ,2013,,Comedy,,,
tt1981115,Thor: The Dark World ,2013,,Action|Adventure|Fantasy|IMAX,,,
tt0790636,Dallas Buyers Club ,2013,,Drama,,,
tt2304426,Selfish Giant, The ,2013,,Drama,,,
tt1204975,Last Vegas ,2013,,Comedy|Drama|Romance,,,
tt2431286,Philomena ,2013,,Comedy|Drama,,,
tt0816442,Book Thief, The ,2013,,Children|Drama|War,,,
tt1951264,The Hunger Games: Catching Fire ,2013,,Action|Adventure|Sci-Fi|IMAX,,,
tt1170358,Hobbit: The Desolation of Smaug, The ,2013,,Adventure|Fantasy|IMAX,,,
tt1335975,47 Ronin ,2013,,Action|Adventure|Fantasy,,,
tt2387559,Delivery Man ,2013,,Comedy,,,
tt1196948,Charlie Countryman ,2013,,Action|Comedy|Romance,,,
tt2147048,Red Flag ,2012,,Comedy|Drama|Romance,,,
tt2779318,Day of the Doctor, The ,2013,,Adventure|Drama|Sci-Fi,,,
tt1743724,Guilty of Romance ,Koi no tsumi ,,Crime|Drama|Horror,,,
tt2294629,Frozen ,2013,,Adventure|Animation|Comedy|Fantasy|Musical|Romance,,,
tt2042568,Inside Llewyn Davis ,2013,,Drama,,,
tt0993846,Wolf of Wall Street, The ,2013,,Comedy|Crime|Drama,,,
tt2312718,Homefront ,2013,,Action|Crime|Thriller,,,
tt2304771,Mandela: Long Walk to Freedom ,2013,,Drama,,,
tt0860907,Evangelion: 3.0 You Can ,Not Redo ,,Action|Animation|Drama,,,
tt1462901,All is Bright ,2013,,Comedy|Drama,,,
tt3089388,Tim's Vermeer ,2013,,Documentary,,,
tt1800241,American Hustle ,2013,,Crime|Drama,,,
tt0359950,Secret Life of Walter Mitty, The ,2013,,Adventure|Comedy|Drama,,,
tt1798709,Her ,2013,,Drama|Romance|Sci-Fi,,,
tt1381512,RoboGeisha ,Robo-geisha ,,Action|Comedy|Sci-Fi,,,
tt0188504,Christmas Carol, A ,1977,,Drama|Fantasy,,,
tt1091191,Lone Survivor ,2013,,Action|Drama|Thriller|War,,,
tt2140373,Saving Mr. Banks ,2013,,Comedy|Drama,,,
tt0130377,Zatoichi and the Chest of Gold ,Zatôichi senryô-kubi ,,Action|Drama,,,
tt1321511,Oldboy ,2013,,Action|Drama|Mystery,,,
tt2969050,Dampfnudelblues ,2013,,Comedy|Crime,,,
tt1229340,Anchorman 2: The Legend Continues ,2013,,Comedy,,,
tt1706620,Snowpiercer ,2013,,Action|Drama|Sci-Fi,,,
tt0070861,Only Old Men Are Going to Battle ,V boy idut odni stariki ,,Comedy|Drama|War,,,
tt0086723,Guest from the Future ,Gostya iz buduschego ,,Adventure|Drama|Sci-Fi,,,
tt0060584,Kidnapping, Caucasian Style ,Kavkazskaya plennitsa ,,Comedy|Romance,,,
tt2345567,Haunter ,2013,,Horror|Mystery|Thriller,,,
tt2166616,Wrong Cops ,2013,,Comedy|Crime,,,
tt1292569,Muppet Christmas: Letters to Santa, A ,2008,,Children|Comedy,,,
tt2458106,Ninja: Shadow of a Tear ,2013,,Action|Crime|Thriller,,,
tt2987732,Fuck You, Goethe ,Fack Ju Göhte ,,Comedy,,,
tt1247667,High School ,2010,,Comedy,,,
tt1661382,Grudge Match ,2013,,Comedy,,,
tt0465657,Highlander: The Search for Vengeance ,2007,,Action|Adventure|Fantasy,,,
tt1714915,Only Lovers Left Alive ,2013,,Drama|Horror|Romance,,,
tt2227830,Cats ,1998,,Musical,,,
tt0110420,MacGyver: Trail to Doomsday ,1994,,Action|Adventure,,,
tt1847548,Bad Karma ,2012,,Thriller,,,
tt2295196,Hunting Elephants ,2013,,Comedy|Crime,,,
tt2263944,Dragon Ball Z: Battle of Gods ,2013,,Action|Animation|Fantasy|IMAX,,,
tt2325002,Freezer ,2014,,Action|Thriller,,,
tt2309021,We Are What We Are ,2013,,Drama|Horror|Mystery|Thriller,,,
tt0142244,Dragon ball Z 04: Lord Slug ,1991,,Animation|Children,,,
tt1937118,Chinese Puzzle ,Casse-tête chinois ,,Comedy|Romance,,,
tt0142250,Dragon Ball: The Path to Power ,Doragon bôru: Saikyô e no michi ,,Action|Adventure|Animation|Children,,,
tt1408253,Ride Along ,2014,,Action|Comedy,,,
tt1205537,Jack Ryan: Shadow Recruit ,2014,,Action|Drama|Thriller|IMAX,,,
tt1840309,Divergent ,2014,,Adventure|Romance|Sci-Fi|IMAX,,,
tt1094249,Hotel Chevalier ,Part 1 of 'The Darjeeling Limited' ,,Drama,,,
tt1816518,Ernest & Célestine ,Ernest et Célestine ,,Adventure|Animation|Children|Comedy|Drama|Romance,,,
tt1714833,Drift ,2013,,Drama,,,
tt1418377,I, Frankenstein ,2014,,Action|Fantasy|Sci-Fi|IMAX,,,
tt1609479,Better Living Through Chemistry ,2014,,Comedy|Drama,,,
tt1937390,Nymphomaniac: Volume I ,2013,,Drama,,,
tt2316411,Enemy ,2013,,Mystery|Thriller,,,
tt1186373,Wonder Woman ,2009,,Action|Adventure|Animation|Fantasy,,,
tt2177771,Monuments Men, The ,2014,,Action|Drama|War,,,
tt1490017,The Lego Movie ,2014,,Action|Adventure|Animation|Children|Comedy|Fantasy,,,
tt1234721,RoboCop ,2014,,Action|Crime|Sci-Fi|IMAX,,,
tt2172985,Art of the Steal, The ,2013,,Crime,,,
tt2382009,Nymphomaniac: Volume II ,2013,,Drama|Mystery,,,
tt1545660,Knights of Badassdom ,2013,,Adventure|Comedy|Fantasy,,,
tt2406252,Venus in Fur ,La Vénus à la fourrure ,,Drama,,,
tt1878942,Date and Switch ,2014,,Comedy,,,
tt2333804,Zero Theorem, The ,2013,,Drama|Fantasy|Sci-Fi,,,
tt1837709,Winter's Tale ,2014,,Drama|Fantasy|Mystery,,,
tt1937133,On the Other Side of the Tracks ,De l'autre côté du périph ,,Action|Comedy|Crime,,,
tt1559038,GLOW: The Story of the Gorgeous Ladies of Wrestling ,2012,,Documentary,,,
tt2511428,Cold Comes the Night ,2013,,Crime|Drama|Thriller,,,
tt0328955,Chouchou ,2003,,Comedy,,,
tt1978532,Someone Marry Barry ,2014,,Comedy,,,
tt1826590,About Last Night ,2014,,Comedy|Romance,,,
tt2278388,Grand Budapest Hotel, The ,2014,,Comedy|Drama,,,
tt2073520,Oversimplification of Her Beauty, An ,2012,,Animation|Comedy|Drama|Romance,,,
tt1349482,Bring It On: Fight to the Finish ,2009,,Comedy,,,
tt1800246,That Awkward Moment ,2014,,Comedy|Romance,,,
tt0816692,Interstellar ,2014,,Sci-Fi|IMAX,,,
tt2172934,3 Days to Kill ,2014,,Action|Crime|Drama,,,
tt2193265,Welcome to the Jungle ,2013,,Comedy,,,
tt2024469,Non-Stop ,2014,,Action|Mystery|Thriller,,,
tt1407052,Wrinkles ,Arrugas ,,Animation|Drama,,,
tt2591814,Garden of Words, The ,Koto no ha no niwa ,,Animation|Romance,,,
tt1253863,300: Rise of an Empire ,2014,,Action|Drama|War|IMAX,,,
tt1385956,Particle Fever ,2013,,Documentary,,,
tt2212008,Bag Man, The ,2014,,Crime|Drama|Thriller,,,
tt0864835,Mr. Peabody & Sherman ,2014,,Adventure|Animation|Comedy,,,
tt1441395,Under the Skin ,2013,,Horror|Sci-Fi|Thriller,,,
tt2369135,Need for Speed ,2014,,Action|Crime|Drama|IMAX,,,
tt2355495,Barefoot ,2014,,Comedy|Drama|Romance,,,
tt2771372,Veronica Mars ,2014,,Comedy|Crime|Drama,,,
tt2170299,Bad Words ,2013,,Comedy,,,
tt3210686,Son of God ,2014,,Drama,,,
tt2268617,Puss in Boots: The Three Diablos ,2012,,Animation|Comedy,,,
tt2409302,Why Don't You Play In Hell? ,Jigoku de naze warui ,,Action|Drama,,,
tt2955316,Ocho apellidos vascos ,2014,,Comedy,,,
tt1843866,Captain America: The Winter Soldier ,2014,,Action|Adventure|Sci-Fi|IMAX,,,
tt1959490,Noah ,2014,,Adventure|Drama|IMAX,,,
tt1821658,Nut Job, The ,2014,,Adventure|Animation|Children|Comedy,,,
tt0188766,King of Comedy ,Hei kek ji wong ,,Comedy|Drama|Romance,,,
tt2059171,13 Sins ,2014,,Horror|Thriller,,,
tt2281587,Muppets Most Wanted ,2014,,Adventure|Comedy|Crime,,,
tt1801061,Me and you ,io e te ,,Drama,,,
tt3203290,Free to Play ,2014,,Documentary,,,
tt2390962,Unknown Known, The ,2013,,Documentary,,,
tt2265171,The Raid 2: Berandal ,2014,,Action|Crime|Thriller,,,
tt0106475,Brain Smasher... A Love Story ,Bouncer and the Lady, The ,,Action|Comedy,,,
tt1872181,The Amazing Spider-Man 2 ,2014,,Action|Sci-Fi|IMAX,,,
tt2234003,Calvary ,2014,,Comedy|Drama,,,
tt2388715,Oculus ,2013,,Horror,,,
tt2528814,God's Not Dead ,2014,,Drama,,,
tt1179031,Cold in July ,2014,,Drama|Thriller,,,
tt2357291,Rio 2 ,2014,,Adventure|Animation|Children|Comedy,,,
tt2246565,Honest Liar, An ,2014,,Comedy|Documentary,,,
tt2258345,Fading Gigolo ,2013,,Comedy,,,
tt2209764,Transcendence ,2014,,Drama|Sci-Fi|IMAX,,,
tt1870419,Hatchet III ,2013,,Comedy|Horror,,,
tt2203939,Other Woman, The ,2014,,Comedy|Romance,,,
tt2828996,Haunted House 2, A ,2014,,Comedy|Horror,,,
tt0279967,Mulan II ,2004,,Action|Animation|Children|Comedy|Musical,,,
tt1430612,Brick Mansions ,2014,,Action|Crime|Drama,,,
tt2692904,Locke ,2013,,Drama,,,
tt2004420,Neighbors ,2014,,Comedy,,,
tt3600760,Alpha and Omega 3: The Great Wolf Games ,2014,,Action|Adventure|Animation|Children|Comedy,,,
tt3014666,Mom's Night Out ,2014,,Comedy,,,
tt2872732,Lucy ,2014,,Action|Sci-Fi,,,
tt1877832,X-Men: Days of Future Past ,2014,,Action|Adventure|Sci-Fi,,,
tt0831387,Godzilla ,2014,,Action|Adventure|Sci-Fi|IMAX,,,
tt2463288,Walk of Shame ,2014,,Comedy,,,
tt2359024,Blue Ruin ,2013,,Thriller,,,
tt2883512,Chef ,2014,,Comedy,,,
tt2309961,Afflicted ,2013,,Horror|Sci-Fi|Thriller,,,
tt1086772,Blended ,2014,,Comedy,,,
tt1980929,Begin Again ,2013,,Comedy|Romance,,,
tt1587310,Maleficent ,2014,,Action|Adventure|Children|IMAX,,,
tt2784512,Zombeavers ,2014,,Action|Comedy|Horror,,,
tt1483324,At Middleton ,2013,,Comedy|Romance,,,
tt2301592,Dance of Reality, The ,Danza de la realidad, La ,,Drama|Fantasy,,,
tt2557490,A Million Ways to Die in the West ,2014,,Comedy|Western,,,
tt1631867,Edge of Tomorrow ,2014,,Action|Sci-Fi|IMAX,,,
tt2381249,Mission: Impossible - Rogue Nation ,2015,,Action|Adventure|Thriller,,,
tt1079372,Midnight Chronicles ,2009,,Action|Adventure|Fantasy,,,
tt1647668,Million Dollar Arm ,2014,,Comedy|Drama,,,
tt2429074,G.B.F. ,2013,,Comedy,,,
tt2402085,Jimi: All Is by My Side ,2013,,Drama,,,
tt2996648,Bad Asses ,Bad Ass 2 ,,Action|Drama,,,
tt2560102,Lilting ,2014,,Drama,,,
tt2582846,The Fault in Our Stars ,2014,,Drama|Romance,,,
tt2112281,Tangled Ever After ,2012,,Action|Animation|Children,,,
tt2172584,Maps to the Stars ,2014,,Drama,,,
tt2294449,22 Jump Street ,2014,,Action|Comedy|Crime,,,
tt0455944,Equalizer, The ,2014,,Action|Crime|Thriller,,,
tt1646971,How to Train Your Dragon 2 ,2014,,Action|Adventure|Animation,,,
tt2562232,Birdman: Or ,The Unexpected Virtue of Ignorance ,,Comedy|Drama,,,
tt1065073,Boyhood ,2014,,Drama,,,
tt2239832,Think Like a Man Too ,2014,,Comedy|Romance,,,
tt1742044,Jersey Boys ,2014,,Drama|Musical,,,
tt0119781,Nick Fury: Agent of S.H.I.E.L.D. ,1998,,Action|Sci-Fi,,,
tt3268458,Internet's Own Boy: The Story of Aaron Swartz, The ,2014,,Documentary,,,
tt2109248,Transformers: Age of Extinction ,2014,,Action|Adventure|Sci-Fi,,,
tt1605717,Frank ,2014,,Comedy|Drama|Mystery,,,
tt2398249,They Came Together ,2014,,Comedy|Romance,,,
tt2357461,Honey ,Miele ,,Drama,,,
tt2980706,Planes: Fire & Rescue ,2014,,Adventure|Animation|Comedy,,,
tt2103254,Tammy ,2014,,Comedy,,,
tt1677561,Colourful ,Karafuru ,,Animation|Drama|Fantasy|Mystery,,,
tt2321549,Babadook, The ,2014,,Drama|Horror|Thriller,,,
tt2582802,Whiplash ,2014,,Drama,,,
tt2267998,Gone Girl ,2014,,Drama|Thriller,,,
tt1294970,Angriest Man in Brooklyn, The ,2014,,Comedy|Drama,,,
tt2103281,Dawn of the Planet of the Apes ,2014,,Sci-Fi,,,
tt2377322,Deliver Us from Evil ,2014,,Crime|Horror|Thriller,,,
tt2465146,And So It Goes ,2014,,Comedy|Drama|Romance,,,
tt1956620,Sex Tape ,2014,,Comedy,,,
tt2884206,I Origins ,2014,,Drama|Sci-Fi,,,
tt2975578,Purge: Anarchy, The ,2014,,Action|Horror|Thriller,,,
tt2015381,Guardians of the Galaxy ,2014,,Action|Adventure|Sci-Fi,,,
tt2910814,Signal, The ,2014,,Sci-Fi|Thriller,,,
tt2333784,The Expendables 3 ,2014,,Action|Adventure,,,
tt1267297,Hercules ,2014,,Action|Adventure,,,
tt1972571,A Most Wanted Man ,2014,,Thriller,,,
tt2581244,Life After Beth ,2014,,Comedy|Horror|Romance,,,
tt2402603,Felony ,2013,,Thriller,,,
tt2473602,Get on Up ,2014,,Drama|Musical,,,
tt2870756,Magic in the Moonlight ,2014,,Comedy|Drama|Romance,,,
tt3504048,Housebound ,2014,,Comedy|Horror|Thriller,,,
tt2980648,The Hundred-Foot Journey ,2014,,Comedy|Drama,,,
tt3139086,Batman: Assault on Arkham ,2014,,Action|Animation|Crime|Thriller,,,
tt1967697,White Frog ,2012,,Drama,,,
tt2503154,Den, The ,2013,,Horror|Thriller,,,
tt1617661,Jupiter Ascending ,2015,,Action|Adventure|Sci-Fi,,,
tt1291150,Teenage Mutant Ninja Turtles ,2014,,Action|Adventure|Comedy,,,
tt2048770,I'll Follow You Down ,2013,,Drama|Mystery|Sci-Fi,,,
tt0127710,Old Lady and the Pigeons, The ,La vieille dame et les pigeons ,,Animation|Comedy,,,
tt0435651,Giver, The ,2014,,Drama|Sci-Fi,,,
tt2140577,Pretty One, The ,2013,,Comedy|Drama,,,
tt1396523,Revenge of the Green Dragons ,2014,,Action|Crime|Drama,,,
tt1924435,Let's Be Cops ,2014,,Comedy|Crime,,,
tt3097204,Inbetweeners 2, The ,2014,,Comedy,,,
tt2383068,Sacrament, The ,2013,,Horror|Thriller,,,
tt0458481,Sin City: A Dame to Kill For ,2014,,Action|Crime|Thriller,,,
tt1355630,If I Stay ,2014,,Drama,,,
tt2737050,Two Days, One Night ,Deux jours, une nuit ,,Drama,,,
tt2866360,Coherence ,2013,,Drama|Mystery|Sci-Fi|Thriller,,,
tt2870612,As Above, So Below ,2014,,Horror|Thriller,,,
tt2756032,One I Love, The ,2014,,Comedy|Drama|Romance,,,
tt1682186,Headshot ,2011,,Crime|Drama|Thriller,,,
tt2980592,Guest, The ,2014,,Thriller,,,
tt3169706,Pride ,2014,,Comedy|Drama,,,
tt3177316,Honeymoon ,2014,,Horror,,,
tt1600196,The Drop ,2014,,Crime|Drama|Thriller,,,
tt2920540,20,000 Days on Earth ,2014,,Documentary|Drama|Musical,,,
tt1571249,The Skeleton Twins ,2014,,Drama,,,
tt0430916,Beautiful Losers ,2008,,Documentary,,,
tt1790864,Maze Runner, The ,2014,,Action|Mystery|Sci-Fi,,,
tt2994190,Camp X-Ray ,2014,,Drama,,,
tt0365907,Walk Among the Tombstones, A ,2014,,Action|Crime|Mystery|Thriller,,,
tt2034031,Laggies ,2014,,Comedy|Romance,,,
tt0121731,La cravate ,0,,(no genres listed),,,
tt1621046,Cesar Chavez ,2014,,Drama,,,
tt3042408,Who Am I ,Kein System Ist Sicher ,,Thriller,,,
tt2576852,Tale of Princess Kaguya, The ,Kaguyahime no monogatari ,,Animation|Drama|Fantasy,,,
tt1371150,This Is Where I Leave You ,2014,,Comedy|Drama,,,
tt0208502,Angel's Egg ,Tenshi no tamago ,,Animation|Drama|Fantasy,,,
tt2179136,American Sniper ,2014,,Action|War,,,
tt3099498,Tusk ,2014,,Comedy|Drama|Horror,,,
tt1626146,Hector and the Search for Happiness ,2014,,Adventure|Comedy|Drama,,,
tt1528071,Horns ,2014,,Horror|Mystery,,,
tt3322940,Annabelle ,2014,,Horror,,,
tt2140619,Two Night Stand ,2014,,Comedy|Romance,,,
tt0829150,Dracula Untold ,2014,,Action|Drama|Fantasy,,,
tt2494280,Stretch ,2014,,Action|Comedy|Crime,,,
tt1971325,Autómata ,Automata ,,Sci-Fi|Thriller,,,
tt2326612,Captive, The ,2014,,Crime|Drama|Thriller,,,
tt2397535,Predestination ,2014,,Action|Mystery|Sci-Fi|Thriller,,,
tt1639826,Justin and the Knights of Valour ,2013,,Adventure|Animation,,,
tt0379000,Ward 13 ,2003,,Action|Animation|Comedy|Horror,,,
tt3416742,What We Do in the Shadows ,2014,,Comedy|Horror,,,
tt2911666,John Wick ,2014,,Action|Thriller,,,
tt2556874,Plastic ,2014,,Action|Crime,,,
tt1872194,Judge, The ,2014,,Drama,,,
tt1778338,Culture High, The ,2014,,Documentary,,,
tt2713180,Fury ,2014,,Action|Drama|War,,,
tt2720680,Salvation, The ,2014,,Drama|Western,,,
tt2170593,St. Vincent ,2014,,Comedy,,,
tt2509850,Rewrite, The ,2014,,Comedy|Romance,,,
tt2872718,Nightcrawler ,2014,,Crime|Drama|Thriller,,,
tt2245084,Big Hero 6 ,2014,,Action|Animation|Comedy,,,
tt2262227,The Book of Life ,2014,,Adventure|Animation|Romance,,,
tt1638002,Love, Rosie ,2014,,Comedy|Romance,,,
tt2669336,Time Lapse ,2014,,Crime|Drama|Sci-Fi|Thriller,,,
tt0470752,Ex Machina ,2015,,Drama|Sci-Fi|Thriller,,,
tt0077292,Crippled Avengers ,Can que ,,Action|Adventure,,,
tt3043542,Mr Hublot ,2013,,Animation|Comedy,,,
tt2459156,Copenhagen ,2014,,Adventure|Drama|Romance,,,
tt2175842,Simpsons: The Longest Daycare, The ,2012,,Animation|Comedy,,,
tt1883092,Generation War ,2013,,Drama|War,,,
tt0103961,Christmas in Connecticut ,1992,,Comedy|Romance,,,
tt2802154,Leviathan ,2014,,Drama,,,
tt1460743,Reign of Assassins ,2010,,Action,,,
tt2249221,Zulu ,2013,,Crime|Drama|Thriller,,,
tt2991224,Tangerines ,2013,,Drama,,,
tt2870808,Life Partners ,2014,,Comedy|Romance,,,
tt2968804,Drive Hard ,2014,,Action|Comedy|Crime,,,
tt2043932,New Kids Nitro ,2011,,Action|Comedy,,,
tt1966566,Stalingrad ,2013,,Action|Drama|War|IMAX,,,
tt2832470,Dead Snow 2: Red vs. Dead ,2014,,Action|Comedy|Horror,,,
tt0030947,Volga - Volga ,0,,Comedy|Musical,,,
tt2036416,You Are the Apple of My Eye ,2011,,Comedy|Drama|Romance,,,
tt1273207,DeadHeads ,2011,,Adventure|Comedy|Horror,,,
tt2084970,The Imitation Game ,2014,,Drama|Thriller|War,,,
tt1791528,Inherent Vice ,2014,,Comedy|Crime|Drama|Mystery|Romance,,,
tt1798243,Rudderless ,2014,,Comedy|Drama,,,
tt1951265,The Hunger Games: Mockingjay - Part 1 ,2014,,Adventure|Sci-Fi|Thriller,,,
tt2751310,Sex Ed ,2014,,Comedy|Romance,,,
tt1528100,Exodus: Gods and Kings ,2014,,Action|Adventure|Drama,,,
tt3011894,Wild Tales ,2014,,Comedy|Drama|Thriller,,,
tt0099878,Jetsons: The Movie ,1990,,Animation|Children|Comedy|Musical|Sci-Fi,,,
tt0102940,Ski School ,1991,,Comedy,,,
tt2096672,Dumb and Dumber To ,2014,,Comedy,,,
tt2064968,The Longest Week ,2014,,Comedy|Drama,,,
tt3128900,Miss Meadows ,2014,,Drama,,,
tt3534838,Too Many Cooks ,2014,,Comedy,,,
tt1055300,Painted Skin ,2008,,Action|Drama|Thriller,,,
tt2980516,The Theory of Everything ,2014,,Drama|Romance,,,
tt2986512,Doctor Who: The Time of the Doctor ,2013,,Adventure|Drama,,,
tt3455224,Virunga ,2014,,Documentary|War,,,
tt0484439,The Madagascar Penguins in a Christmas Caper ,2005,,Animation|Comedy,,,
tt1865505,Song of the Sea ,2014,,Animation|Children|Fantasy,,,
tt1390411,In the Heart of the Sea ,2015,,Action|Adventure|Drama,,,
tt3762944,Hello Ladies: The Movie ,2014,,Comedy,,,
tt0369610,Jurassic World ,2015,,Action|Adventure|Drama|Sci-Fi|Thriller,,,
tt3106868,Watermark ,2014,,Documentary,,,
tt4044364,Citizenfour ,2014,,Documentary,,,
tt3759416,Asterix: The Land of the Gods ,Astérix: Le domaine des dieux ,,Animation,,,
tt2402619,Hit by Lightning ,2014,,Comedy|Crime|Romance,,,
tt2170439,Horrible Bosses 2 ,2014,,Comedy|Crime,,,
tt0104135,Double Trouble ,1992,,Action|Comedy|Crime|Romance,,,
tt0214641,Dragonheart 2: A New Beginning ,2000,,Action|Adventure|Comedy|Drama|Fantasy|Thriller,,,
tt0115650,La Belle Verte ,1996,,Comedy,,,
tt1911658,Penguins of Madagascar ,2014,,Adventure|Animation|Children|Comedy,,,
tt2614684,'71 ,2014,,Action|Drama|Thriller|War,,,
tt1355638,The Rabbi's Cat ,Le chat du rabbin ,,Adventure|Animation,,,
tt3316960,Still Alice ,2014,,Drama,,,
tt1109624,Paddington ,2014,,Children|Comedy,,,
tt4046784,Maze Runner: Scorch Trials ,2015,,Action|Thriller,,,
tt2100546,Ice Age: A Mammoth Christmas ,2011,,Adventure|Animation|Children,,,
tt1567437,The Voices ,2014,,Comedy|Crime|Thriller,,,
tt0091364,Courier ,1987,,Comedy|Drama|Romance,,,
tt2304915,The Green Prince ,2014,,Documentary|Drama|Thriller,,,
tt1274586,Dying of the Light ,2014,,Drama|Thriller,,,
tt1865393,Hellbenders ,2012,,Comedy|Horror|Thriller,,,
tt0117238,Omega Doom ,1996,,Sci-Fi,,,
tt2543702,By the Gun ,2014,,Crime|Drama|Thriller,,,
tt1216491,Kill the Messenger ,2014,,Crime|Drama|Mystery|Thriller,,,
tt0972785,Bring It On: In It To Win It ,2007,,Comedy,,,
tt0200215,Fans ,1999,,Comedy,,,
tt2130270,The Mule ,2014,,Comedy|Crime|Drama,,,
tt2310332,The Hobbit: The Battle of the Five Armies ,2014,,Adventure|Fantasy,,,
tt1020072,Selma ,2014,,Drama,,,
tt1809398,Unbroken ,2014,,Drama|War,,,
tt2261331,Black Sea ,2015,,Adventure|Mystery|Thriller,,,
tt1782451,Good Copy Bad Copy ,2007,,Documentary,,,
tt2139555,Playing It Cool ,2014,,Comedy|Romance,,,
tt0906325,National Lampoon's Bag Boy ,2007,,Comedy,,,
tt2017486,Closer to the Moon ,2013,,Comedy|Drama,,,
tt2326554,Girl Walks Home Alone at Night, A ,2014,,Horror|Romance|Thriller,,,
tt0424934,Dave Chappelle: For What it's Worth ,2004,,Comedy,,,
tt1599351,Scooby-Doo! Abracadabra-Doo ,2010,,Animation|Children|Mystery,,,
tt3612616,Mommy ,2014,,Drama,,,
tt2305051,Wild ,2014,,Drama,,,
tt2784678,Top Five ,2014,,Comedy,,,
tt3823690,Bill Burr: I'm Sorry You Feel That Way ,2014,,Comedy,,,
tt1126590,Big Eyes ,2014,,Drama,,,
tt2180411,Into the Woods ,2014,,Children|Comedy|Fantasy|Musical,,,
tt3179568,Men, Women & Children ,2014,,Comedy|Drama,,,
tt2788710,The Interview ,2014,,Action|Comedy,,,
tt2802144,Kingsman: The Secret Service ,2015,,Action|Adventure|Comedy|Crime,,,
tt2290153,Bill Burr: You People Are All the Same ,2012,,Comedy,,,
tt2692250,Night at the Museum: Secret of the Tomb ,2014,,Adventure|Children|Comedy|Fantasy,,,
tt1343740,Paradox ,2010,,Sci-Fi|Thriller,,,
tt2280378,The Punisher: Dirty Laundry ,2012,,Action|Crime|Drama,,,
tt1121096,Seventh Son ,2014,,Adventure|Children|Fantasy,,,
tt3788052,Corner Gas: The Movie ,2014,,Comedy,,,
tt0076360,A Man Called Blade ,1977,,Action|Drama|Thriller|Western,,,
tt0910885,A Merry Friggin' Christmas ,2014,,Comedy,,,
tt2061702,Into the Forest of Fireflies' Light ,2011,,Animation|Drama|Fantasy,,,
tt2338151,PK ,2014,,Comedy|Drama|Fantasy|Mystery|Romance,,,
tt1823672,Chappie ,2015,,Action|Thriller,,,
tt3674140,The Salt of the Earth ,2014,,Documentary,,,
